2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
03203116+4306517,2MASX J03203116+4306517,50.12991,43.1144,149.78432,-11.85066,10.978,0.062,0.052399839,0.054620013,0.000500347,236.8676982,2.169827661,5,0,1,483.5,17.4,0,0,558.7759283,4.12623E+40,0.011277778,0.011277778,0,0.001546842,0.001546842,0,50.1483485,43.09153113,50.1426525,43.09570566,p
03203810+4304447,B3 0317+428,50.15888,43.07915,149.8222,-11.86842,10.815,0.062,0.051699351,0.053879045,0.000500347,233.5304727,2.168676981,-5,0,3,789.3,20.33125672,0,0,912.1858122,6.54749E+40,0.029388889,0.011666667,0,0.023647363,0.010339928,0.003550088,50.1483485,43.09153113,50.1426525,43.09570566,j
03204016+2727485,2MASX J03204016+2727485,50.16736,27.46346,159.22661,-24.69698,11.673,0.054,0.064378183,0.06723238,0.000500347,294.1821348,2.189318818,98,0,5,437.9,8.149233093,0,0,506.0764819,5.76439E+40,0.055833333,0.017138889,0,0.068704044,0.008834296,0.002723623,50.17476135,27.46613502,50.19355299,27.46583663,j
03212595+1806093,2MASX J03212595+1806093,50.35811,18.10266,165.93607,-31.9685,11.465,0.053,0.063615092,0.064101621,0.000500347,279.8654716,2.184497292,98,0,7,275.4,6.174949393,0,0,318.2769197,3.28101E+40,0.156777778,0.035305556,0,0.092747605,0.002923109,0,50.36458016,18.11290533,50.3603509,18.0961895,j
03224178-3712295,Fornax A,50.67412,-37.2082,240.16275,-56.68984,5.681,0.016,0.005870757,0.005904317,0.000391938,20.90022766,0.946981737,-2,9,1,254.7,9.9,169000,2287.415491,29856.51255,8.28236E+40,1.021444444,0.217694444,0,0.346143331,0.00121013,0,50.53865837,-37.12891721,50.66234234,-37.195402,j
03253395-3927270,LCRS B032343.1-393755,51.39144,-39.45745,244.03557,-55.82399,11.553,0.054,0.06516306,0.064834103,0.000500347,283.2097645,2.185626342,98,0,5,214.6,6.995712973,0,0,248.0109911,2.61813E+40,0.125722222,0.034861111,0,0.095807156,0.001116693,0,51.39246594,-39.45826147,51.38698599,-39.45416008,j
03262510+0940135,CGCG 416-010,51.60463,9.67041,173.90511,-37.42155,11.212,0.051,0.037416067,0.03853749,0.000500347,165.1890934,2.144712799,-5,0,6,297.9,8.426149773,0,0,344.279936,1.23646E+40,0.139805556,0.034972222,0,0.085442636,0.001575877,0,51.61531659,9.712577938,51.63224427,9.695919141,j
03263530+0911052,2MASX J03263530+0911052,51.64718,9.18472,174.37372,-37.73737,11.32,0.062,0.063884506,0.066470205,0.000500347,290.6913621,2.188146048,98,0,1,229.5,6.9,0,0,265.2307664,2.9498E+40,0.005527778,0.005527778,1,0.000453639,0.000453639,0,51.64544933,9.18743435,51.64122843,9.187430739,p
03275421+0233419,UGC 02748,51.97586,2.56167,180.97299,-42.02393,10.713,0.077,0.030221054,0.030980841,0.000500347,132.0609302,2.132810893,-5,0,2,5244.2,115.4292857,0,0,6060.667473,1.39115E+41,0.04625,0.024861111,0,0.021644576,0.019919116,0.008887171,51.97914581,2.562348809,51.97497498,2.562348692,j
03292389+3947318,UGC 02755,52.34954,39.79221,153.11958,-13.64527,9.864,0.025,0.024437024,0.025451455,0.000500347,108.0459234,2.124060885,-5,0,5,1450.9,24.4192547,0,0,1676.790061,2.57632E+40,0.104416667,0.031972222,0,0.041539768,0.000179998,0,52.34872365,39.79289319,52.34344205,39.79716814,j
03312077-2606092,MCG -04-09-020,52.83659,-26.10254,220.61105,-54.39635,11.421,0.081,0.067233506,0.069549047,0.000500347,304.8138888,2.192879489,98,0,1,478.3,15.3,0,0,552.7663423,6.75951E+40,0.021472222,0.021472222,0,0.005296599,0.005296599,0,52.83990226,-26.10956178,52.83523201,-26.10542155,u
03333645-3608263,NGC 1365,53.40191,-36.14066,237.95654,-54.59778,6.592,0.018,0.005550534,0.005683786,0.000383599,19.62869671,0.770980048,3,1,5,533.7,14.48309359,641.2,19.3,616.7915469,3.1277E+38,0.1335,0.035166667,0,0.036621206,0.00013025,0,53.40149055,-36.14018297,53.4066501,-36.14020845,g
03340335-3900360,LCRS B033213.0-391035,53.51389,-39.01004,242.85815,-54.25945,11.691,0.081,0.062310076,0.064084398,0.000500347,279.7868796,2.184470738,98,4,5,1557.5,28.91816038,2877.5,57.68093272,2452.879796,2.52717E+41,0.0915,0.032111111,0,0.064382127,0.011044061,0.004765387,53.53600109,-39.00727514,53.52545007,-38.99880426,j
03341837+3921243,UGC 02783,53.57664,39.35676,154.16943,-13.43918,9.336,0.027,0.020591012,0.02149956,0.000500347,90.99979619,2.117785887,-5,0,2,956.5,29.96814976,0,0,1105.417116,1.20479E+40,0.026444444,0.021638889,0,0.013517904,0.000499372,0,53.58266842,39.35377356,53.57189073,39.35364053,j
03363741-3947383,SARS 053.70356-39.95825,54.15585,-39.79397,244.07384,-53.66854,11.566,0.075,0.067323569,0.069445117,0.000500347,304.3362389,2.19271988,98,1,2,296.2,8.895504483,462.6,14.1,394.3361229,4.80705E+40,0.022611111,0.012416667,0,0.017199495,0.003388942,0.007520141,54.16481175,-39.79699337,54.17560823,-39.80123747,u
03381409+1005038,2MASX J03381409+1005038,54.55871,10.08436,176.07172,-35.05751,10.187,0.036,0.038193275,0.039321523,0.000500347,168.6465683,2.14594396,-5,0,2,422.9,11.69016681,0,0,488.7411377,1.82952E+40,0.034083333,0.018722222,0,0.030665096,0.00744334,0,54.57374856,10.0626636,54.56520841,10.07929624,j
03382908-3527026,NGC 1399,54.62118,-35.45074,236.71642,-53.63563,6.436,0.017,0.004753311,0.005096605,0.000366921,19.04456007,0.875842228,-5,2,4,636,12.54790819,957.4,28.36406177,816.1206313,3.89584E+38,0.073333333,0.033277778,0,0.045448084,0.000589372,0,54.61889617,-35.44839093,54.61889617,-35.44839093,j
03464851+6805459,IC 342,56.70214,68.09611,138.17259,10.57999,4.682,0.02,0.000103405,0.001221228,0.00037526,3.775521883,0.648994574,6,0,16,2400,60.61546039,0,0,442.7446911,5.20368E+37,0.340694444,0.035555556,0,0.100113653,0.000157377,0,56.65324426,68.14129677,56.66442665,68.14111753,g
03475994+4043586,4C +40.12,56.99986,40.733,155.42067,-10.74415,11.274,0.06,0.039000504,0.040481366,0.000500347,173.768286,2.147763974,98,0,2,973.6,23.97352707,0,0,1125.179408,4.47164E+40,0.010944444,0.005916667,0,0.007969582,0.007014588,0,57.00192387,40.73298681,56.99642465,40.73308028,j
03482073+7007583,UGC 2855,57.08638,70.13288,136.96951,12.24629,7.08,0.016,0.004002789,0.004250519,0.000408617,17.14472529,1.457983682,5,0,1,458.1,14.3,0,0,529.4214121,2.04817E+38,0.034583333,0.034583333,0,0.002889614,0.002889614,0,57.07158818,70.13526711,57.07191922,70.14360407,g
03540284-0834301,NGC 1477,58.51192,-8.57499,198.46231,-43.08982,10.962,0.063,0.032982978,0.033609502,0.000500347,143.5446342,2.136958452,-5,0,4,267.9,7.055494313,0,0,309.6092476,8.39638E+39,0.098333333,0.035138889,0,0.103604842,0.000612355,0,58.54602306,-8.593305385,58.52917807,-8.589079305,j
03543892-2030088,NGC 1482,58.6622,-20.50245,214.12378,-47.80345,8.55,0.017,0.005663946,0.00565306,0.000483669,23.46531232,1.94816608,0,0,1,237.8,8.4,0,0,274.8229902,1.99164E+38,0.00425,0.00425,0,0.000213577,0.000213577,0,58.66088887,-20.50332691,58.66088887,-20.50332691,p
03565430+0013313,2MASX J03565430+0013313,59.22623,0.22537,189.20311,-37.75804,11.627,0.093,0.041852491,0.042954523,0.000500347,184.7171651,2.151639731,98,0,4,551.5,12.4398553,0,0,637.3628221,2.86224E+40,0.051083333,0.016027778,0,0.031681595,0.001215109,0,59.2249699,0.23333399,59.21246863,0.23333399,j
03571349+3757160,2MASX J03571349+3757160,59.3062,37.95454,158.63704,-11.71719,11.112,0.069,0.054904917,0.057156252,0.000500347,248.3158577,2.173761594,-5,0,3,255.8,6.741661516,0,0,295.6254032,2.39914E+40,0.056361111,0.021888889,0,0.029887472,0.003891551,0,59.30849601,37.95190048,59.30849601,37.95190048,j
03585442+1026033,3C 098,59.72679,10.43418,179.83681,-31.05309,11.146,0.05,0.03045455,0.031247589,0.000500347,133.2242967,2.133232132,-5,0,3,11120.3,243.7622407,0,0,12851.61521,3.00213E+41,0.066305556,0.024277778,0,0.034418187,0.0063113,0.015629475,59.72884948,10.43300672,59.73308981,10.42884256,j
04021299+1929075,2MASX J04021299+1929075,60.5542,19.48545,172.87521,-24.36968,11.48,0.072,0.054884903,0.056919106,0.000500347,247.2437638,2.173394067,98,0,2,779.8,19.36001033,0,0,901.2067609,7.25069E+40,0.028916667,0.016944444,0,0.015359164,0.005797837,0,60.55692266,19.49078725,60.55251677,19.49496786,j
04074251-2242549,ESO 483- G 009,61.92714,-22.71531,218.513,-45.55661,10.919,0.068,0.032365882,0.032734732,0.000500347,139.7182866,2.135579091,-3,0,1,351.8,12.2,0,0,406.5716062,1.04459E+40,0.005805556,0.005805556,0,0.000778232,0.000778232,0,61.92623519,-22.71497996,61.92171614,-22.71491852,p
04082595-3100113,2MASX J04082595-3100113,62.10813,-31.00312,230.3159,-47.12479,11.611,0.071,0.056649466,0.058081346,0.000500347,252.501293,2.175194688,98,0,2,888,24.89176571,0,0,1026.252377,8.61164E+40,0.049472222,0.031361111,0,0.028677159,0.011290076,0.002784478,62.11502624,-31.02601618,62.11028043,-31.01348055,j
04173578-6247012,NGC 1559,64.39906,-62.78367,274.51056,-41.19824,8.007,0.026,0.004349697,0.004748457,0.000408617,19.0404135,1.498620719,6,2,0,0,0,448.4,13.89244399,382.2315553,1.82383E+38,0.030111111,0.017666667,0,0.00987778,0.008232571,0,64.40532527,-62.78249381,64.40532527,-62.78249381,g
04200041-5456161,NGC 1566,65.00175,-54.93781,264.31015,-43.39325,7.034,0.018,0.005016828,0.005365209,0.000366921,20.42660723,1.31592041,4,1,0,0,0,299.5,11.7,255.304083,1.40202E+38,0.033638889,0.033638889,0,0.002015472,0.002015472,0,65.00539062,-54.93435511,64.99998075,-54.93799693,g
04213310+1433544,2MASX J04213310+1433544,65.38791,14.5651,180.27623,-24.16512,11.659,0.088,0.059001104,0.06118039,0.000500347,266.5601595,2.179988479,98,0,1,273.2,9.3,0,0,315.7344025,2.95268E+40,0.018861111,0.018861111,0,0.002288196,0.002288196,0,65.38635847,14.5662093,65.38638468,14.57037718,j
04241857-2743437,AM 0422-275 NED02,66.07744,-27.72886,226.60173,-43.14645,11.572,0.097,0.049714635,0.050746276,0.000500347,219.4578521,2.163805112,98,0,3,405.7,9.470480452,0,0,468.8632763,2.97203E+40,0.045777778,0.017027778,0,0.019465233,0.015012809,0.007075829,66.08116608,-27.7342946,66.07637743,-27.73019948,j
04290824-5349403,IC 2082 NED02,67.28423,-53.8279,262.42203,-42.3522,9.939,0.041,0.039927816,0.04017508,0.000500347,172.4149575,2.147283501,-5,5,0,0,0,8118.9,156.9876747,6920.829114,2.70777E+41,0.143055556,0.080833333,0,0.081848089,0.005370308,0,67.23235482,-53.83211048,67.22706393,-53.82828322,j
04302197-6132001,2MASX J04302197-6132001,67.59167,-61.53347,272.28812,-40.22499,11.208,0.062,0.055495328,0.056486522,0.000500347,245.2890116,2.172723489,-5,2,0,0,0,2467.9,60.71482521,2103.722693,1.6659E+41,0.043194444,0.022,0,0.03081538,0.008724668,0,67.55771735,-61.54554965,67.57054342,-61.54554373,u
04304918+6450525,NGC 1569,67.70494,64.84792,143.68231,11.24193,7.752,0.017,-0.000346908,0.000925593,0.000350243,2.515846482,0.495180852,10,0,3,362.2,11.04807676,0,0,418.5907781,3.48708E+36,0.059027778,0.027944444,0,0.025962439,0.000551181,0,67.71565771,64.84570903,67.69605258,64.84573594,g
04331106+0521151,3C 120,68.29621,5.35433,190.37288,-27.39682,10.136,0.029,0.033009663,0.033727221,0.000500347,144.0599137,2.137144007,-2,0,5,4082.4,104.00125,0,0,4717.98728,1.28869E+41,0.088138889,0.035305556,0,0.031403516,0.000253881,0,68.29294813,5.358408649,68.29294613,5.354240814,j
04341042-1322119,GIN 190,68.54346,-13.37,209.7766,-36.41141,11.257,0.06,0.034784233,0.035300793,0.000500347,150.9560409,2.139622859,-4,0,6,801.7,17.59033826,0,0,926.5163634,2.77881E+40,0.097388889,0.035194444,0,0.084933503,0.005587129,0.003748989,68.54825721,-13.39544082,68.54820028,-13.37043359,j
04363535-2226384,ESO 484- G 037,69.14732,-22.44406,220.77248,-39.09674,11.159,0.073,0.06910481,0.071453112,0.000500347,313.5761468,2.195801471,-5,0,4,1137.3,26.13866867,0,0,1314.365798,1.70101E+41,0.112138889,0.060277778,0,0.090813704,0.006866809,0,69.15410573,-22.43710309,69.15410573,-22.43710309,j
04385802+0953336,IC 0383,69.74182,9.8926,187.16226,-23.62097,10.334,0.037,0.026978795,0.027549522,0.000500347,117.1356192,2.127385073,-3,0,7,474.4,8.89156904,0,0,548.2591528,9.90075E+39,0.13625,0.034694444,0,0.070122395,0.001258041,0,69.74703176,9.884188148,69.73865741,9.900899035,j
04402651-4437590,ESO 251- G 021,70.11051,-44.63307,249.85439,-41.52643,10.526,0.049,0.033329886,0.033386971,0.000500347,142.5708052,2.136607641,-2,4,0,0,0,293.1,9.831581765,249.8485033,6.68409E+39,0.050222222,0.027444444,0,0.059783972,0.000770179,0,70.11593321,-44.6333598,70.08587647,-44.63338596,j
04454255-5914507,NGC 1672,71.4273,-59.24741,268.78406,-38.9899,7.216,0.019,0.00443976,0.004868049,0.000408617,20.05291102,1.635732878,3,1,0,0,0,291.7,12.8,248.6550952,1.316E+38,0.011583333,0.011583333,0,0.000777279,0.000777279,0,71.42448288,-59.24493666,71.42448288,-59.24493666,g
04512060-1730121,ESO 552- G 014,72.83581,-17.5034,216.40289,-34.1829,10.336,0.045,0.031571995,0.031871601,0.000500347,135.9475233,2.134217232,-5,0,5,966.4,16.40121947,0,0,1116.858443,2.71672E+40,0.093277778,0.035361111,0,0.036000471,0.007209798,0.001415149,72.84323522,-17.50270789,72.84321588,-17.49853983,j
04531656+2552432,2MASX J04531656+2552432,73.31905,25.87864,175.89146,-11.28984,10.014,0.038,0.033990347,0.034964412,0.000500347,149.4805668,2.139093193,-2,0,2,828.4,28.60856515,0,0,957.3732761,2.8155E+40,0.014972222,0.009472222,0,0.017336136,0.001033179,0,73.3199651,25.87810588,73.31537971,25.8823136,j
04541846-1855470,MCG -03-13-023,73.57689,-18.92973,218.31557,-34.03439,10.775,0.061,0.037953107,0.038464413,0.000500347,164.8670271,2.144598011,-3,0,1,361.4,13.3,0,0,417.6662265,1.49417E+40,0.010305556,0.010305556,0,0.000653992,0.000653992,0,73.57715848,-18.93041562,73.57271303,-18.92628758,j
04552373-2034159,NGC 1692,73.84888,-20.57109,220.28627,-34.35479,10.276,0.058,0.035364637,0.035749156,0.000500347,152.9237918,2.140328651,-5,0,1,4586.1,159.5,0,0,5300.108138,1.63132E+41,0.005388889,0.005388889,0,0.000638242,0.000638242,0,73.84723531,-20.56964163,73.84718489,-20.56547502,p
04594407+0519427,2MASX J04594407+0519427,74.93363,5.32857,194.37794,-21.87969,11.574,0.09,0.053794143,0.055418549,0.000500347,240.4679428,2.171067046,98,0,2,237.3,6.010823571,0,0,274.2451454,2.08717E+40,0.032,0.016833333,0,0.013385242,0.009733228,0,74.93699049,5.341104329,74.92863395,5.332757904,j
05030409+2300010,B2 0500+22,75.767,23.00033,179.60266,-11.24078,11.744,0.081,0.063991247,0.066513806,0.000500347,290.8909614,2.188213156,98,0,1,323.2,12,0,0,373.5188832,4.15985E+40,0.009666667,0.009666667,0,0.001460103,0.001460103,0.002053802,75.76009513,22.9997611,75.76461438,23.00393542,p
05045304-1014525,ARP 187,76.22105,-10.24791,210.14313,-28.28064,11.269,0.052,0.040344774,0.041046357,0.000500347,176.2662205,2.148649998,98,0,1,1482.4,44.5,0,0,1713.194284,7.00566E+40,0.005222222,0.005222222,1,0.000167394,0.000167394,0,76.2201809,-10.2496411,76.220178,-10.24547249,p
05051445-3758507,NGC 1792,76.31023,-37.98075,241.69556,-36.45276,7.081,0.017,0.003919397,0.004613379,0.000433634,18.10472616,1.533484912,4,1,3,321,9.872689603,363.9,13.4,370.9763661,1.60042E+38,0.066555556,0.031333333,0,0.029599183,0.002290723,0,76.3044031,-37.98357497,76.30971112,-37.97524493,g
05074234-3730469,NGC 1808,76.92643,-37.51305,241.21202,-35.90158,6.721,0.016,0.003228916,0.00400442,0.000500347,15.67006582,1.769758434,1,1,3,560.9,20.13206398,805.3,24.2,686.4653691,2.21853E+38,0.047027778,0.021805556,0,0.019977161,0.000266673,0,76.92367277,-37.50178536,76.92755412,-37.50697218,g
05110479-1317309,PKS 0508-133,77.77002,-13.29187,214.00093,-28.17135,10.835,0.072,0.043053327,0.043818981,0.000500347,188.5530901,2.152992814,-5,0,2,957.2,24.03018935,0,0,1106.226098,5.17625E+40,0.039,0.019555556,0,0.02798077,0.007050132,0,77.76837994,-13.27791762,77.76837994,-13.27791762,u
05143949-4903290,FAIRALL 0790,78.66451,-49.05808,255.54082,-35.69427,11.364,0.072,0.091803957,0.095856336,0.000500347,427.7765513,2.232890094,98,1,0,0,0,1095.3,43.2,933.6713259,2.2487E+41,0.014944444,0.014944444,0,0.001564595,0.001564595,0,78.65698833,-49.05731396,78.66631364,-49.05742006,j
05252717-3242157,2MASX J05252717-3242157,81.36327,-32.70434,236.42155,-31.38564,11.319,0.094,0.076810178,0.079547836,0.000500347,351.0680233,2.208178121,98,2,5,1251.1,24.95536015,1822.2,46.70171303,1553.305843,2.51967E+41,0.063916667,0.029444444,0,0.045173252,0.007017768,0.004393812,81.35224726,-32.70876281,81.35227003,-32.7145293,j
05253863-3133103,MCG -05-13-021,81.41098,-31.55281,235.12912,-31.05983,11.165,0.057,0.034317241,0.034453041,0.000500347,147.2388828,2.138287743,1,1,1,432.8,14.6,603.3,18.4,514.2736336,1.46738E+40,0.008,0.008,0,0.002052745,0.001422292,0,81.41071008,-31.54933057,81.40580254,-31.54517954,j
05295057+2154537,2MASX J05295057+2154537,82.46072,21.91492,184.05237,-6.7538,11.082,0.066,0.054414575,0.056226019,0.000500347,244.1124052,2.172319564,-5,0,5,444.2,9.184225607,0,0,513.3573265,4.02628E+40,0.057083333,0.026666667,0,0.054182394,0.012042518,0.009726686,82.47748196,21.89809481,82.46387152,21.91048695,j
05325578+5523356,2MASX J05325578+5523356,83.2324,55.39327,156.0668,11.86029,10.332,0.037,0.040898493,0.042401074,0.000500347,182.2637236,2.150773007,-5,0,5,222.1,5.209606511,0,0,256.6786632,1.12226E+40,0.172277778,0.059444444,0,0.137169022,0.000365676,0,83.2592265,55.38106587,83.21514027,55.38495657,j
05341281-5924194,PKS 0533-594,83.55328,-59.40533,268.06363,-32.83796,11.66,0.083,0.065592363,0.067189045,0.000500347,293.9835675,2.189252155,98,1,0,0,0,832.5,30.9,709.651583,8.07227E+40,0.023916667,0.023916667,0,0.001345545,0.001345545,0,83.55671379,-59.40647649,83.55671379,-59.40647649,j
05444416+1648501,2MASX J05444416+1648501,86.18403,16.81393,190.27948,-6.4631,9.759,0.035,0.019510259,0.020097233,0.000400278,84.97465003,1.692444025,-5,0,5,734.6,12.71337878,0,0,848.9695904,8.06817E+39,0.110055556,0.02625,0,0.059419482,0.000353258,0,86.18029104,16.80906949,86.17581623,16.82153372,j
05462457+6321329,CGCG 307-023,86.60249,63.3591,149.71687,17.20902,10.832,0.045,0.049000804,0.05095328,0.000500347,220.3858814,2.164127373,-4,0,9,437.1,8.474078121,0,0,505.1519302,3.22919E+40,0.223555556,0.03525,0,0.114609054,0.002364279,0,86.55129372,63.33390089,86.64939392,63.36864684,j
05481986+4144473,2MASX J05481986+4144473,87.08269,41.74647,169.27547,7.06941,10.861,0.048,0.044574387,0.046069817,0.000500347,198.5624635,2.156511935,98,0,5,271.6,6.345864795,0,0,313.8852991,1.62881E+40,0.103944444,0.030666667,0,0.075264855,0.000951146,0,87.08359258,41.74877169,87.08972087,41.76534386,j
05482759-3258380,ESO 363- G 027,87.11501,-32.97723,238.17204,-26.79388,10.041,0.051,0.037189242,0.037367646,0.000500347,160.0373256,2.142874507,-2,4,8,1310.3,20.52949098,1698,32.59539845,1514.300101,5.10457E+40,0.155666667,0.07125,0,0.088411526,0.00365764,0.000505834,87.12439513,-32.97731182,87.12431847,-32.97314503,j
05492163-2520477,ESO 488- G 033,87.34015,-25.34655,230.20303,-24.23044,10.706,0.06,0.039507524,0.039863557,0.000500347,171.0390829,2.146794703,-2,0,3,248.6,7.253964433,0,0,287.304438,1.10621E+40,0.044555556,0.026111111,0,0.027742628,0.004171746,0,87.34993897,-25.34043342,87.34071806,-25.34039468,j
05504985-3144266,ESO 424- G 027,87.70766,-31.74072,237.01151,-25.95806,11.175,0.07,0.040027886,0.040332139,0.000500347,173.1088505,2.147529893,-5,3,1,1033.6,36,1822.3,49.06516076,1553.391087,6.12666E+40,0.10375,0.10375,0,0.090430438,0.000578486,0,87.7136012,-31.73278771,87.69604244,-31.75039419,p
05521140-0727222,NGC 2110,88.04749,-7.4562,212.92636,-16.54519,8.076,0.019,0.008038934,0.008424537,0.000400278,35.30629781,1.677518544,-3,0,1,298.8,9,0,0,345.3200566,5.6654E+38,0.004666667,0.004666667,1,0.000251057,0.000251057,0,88.04622442,-7.458322663,88.0420222,-7.45832311,p
05545358+4626217,UGC 03374,88.72334,46.43934,165.73119,10.40712,9.178,0.022,0.020484271,0.021228574,0.000432228,89.83452935,1.829089384,3,0,2,257.1,8.757282684,0,0,297.1277997,3.15598E+39,0.014638889,0.010388889,0,0.027244498,0.000208882,0.001119736,88.7243348,46.43002991,88.71799545,46.44246375,p
05571255-3728364,ESO 364- G 018,89.30229,-37.47681,243.55508,-26.29578,10.737,0.074,0.044220807,0.044645535,0.000500347,192.2251225,2.154285776,-2,1,1,301.8,9.1,457.5,13.8,389.9887078,1.8966E+40,0.005527778,0.005527778,0,0.00088887,0.000640465,0,89.30168269,-37.47734542,89.30168269,-37.47734542,p
05581173+5328180,2MASX J05581173+5328180,89.54904,53.47165,159.61256,14.14952,11.186,0.049,0.034957687,0.03615774,0.000500347,154.7180534,2.140971627,0,0,1,386.4,11.6,0,0,446.5584668,1.4069E+40,0.005416667,0.005416667,1,0.000197438,0.000197438,0.002836733,89.55199773,53.47017319,89.55195373,53.47434115,p
06020973-3956597,2MASX J06020973-3956597,90.54052,-39.94987,246.49434,-25.99927,11.417,0.081,0.045591762,0.046050914,0.000500347,198.4782755,2.156482406,-4,2,2,396.7,10.08464179,667,20.49414551,568.5737007,2.94793E+40,0.063583333,0.038833333,0,0.024727428,0.003567307,0,90.55400941,-39.94639049,90.54205245,-39.94644685,j
06065806-4929363,PKS 0605-494,91.74198,-49.4934,257.12198,-27.26873,11.241,0.067,0.052413181,0.053156236,0.000500347,230.2782535,2.167553902,-5,1,0,0,0,1454.6,50.4,1239.950982,8.65396E+40,0.024388889,0.024388889,0,0.002343252,0.002343252,0,91.73823553,-49.49312445,91.73850964,-49.48901517,j
06093663+0729211,2MASX J06093663+0729211,92.40273,7.48913,201.44975,-5.7804,10.767,0.074,0.055004987,0.056543605,0.000500347,245.5468938,2.17281199,98,0,3,267.4,6.073713856,0,0,309.0314028,2.45231E+40,0.078861111,0.032416667,0,0.036014372,0.003001567,0,92.40763798,7.478959361,92.40343932,7.483130302,j
06120351-3257472,2MASX J06120351-3257472,93.01468,-32.96313,239.8009,-22.07215,11.355,0.062,0.07791428,0.08064091,0.000500347,356.1605313,2.209843761,-2,0,6,347.8,7.903796556,0,0,401.9488477,6.71068E+40,0.126472222,0.035222222,0,0.084610842,0.002587418,0.032291624,93.00994445,-32.96643209,92.98532376,-32.95364201,j
06153339+5158476,MCG +09-11-006,93.88911,51.97989,162.17178,15.88752,10.735,0.051,0.050134927,0.051991191,0.000500347,225.0429309,2.165742448,4,0,1,786.7,25.7,0,0,909.1810192,6.06018E+40,0.016277778,0.016277778,0,0.001600527,0.001600527,0,93.88905841,51.97696002,93.88209824,51.98100375,j
06153645+7102152,UGC 03426,93.90173,71.03753,143.29608,22.71889,8.987,0.02,0.013509412,0.014029346,0.000458651,59.04715731,1.930386275,-2,0,1,1100.4,33,0,0,1271.720851,5.83572E+39,0.0045,0.0045,1,0.000211217,0.000211217,0.000591574,93.90117601,71.03809352,93.88919957,71.0425214,p
06162209-2122217,NGC 2207,94.09206,-21.37272,228.68503,-17.00778,8.414,0.02,0.009143036,0.008910399,0.000358582,37.35980073,1.471507941,4,0,2,393.2,9.57183368,0,0,454.4171562,8.34773E+38,0.059527778,0.030805556,0,0.014993011,0.011493707,0,94.0935031,-21.37753156,94.08913555,-21.36914891,g
06164203+6630240,CGCG 308-017,94.17524,66.50671,147.96912,21.38415,10.531,0.044,0.01403311,0.014521766,0.000492008,61.14251304,2.071552018,-5,0,1,287.9,8.6,0,0,332.7230398,1.63709E+39,0.005166667,0.005166667,1,0.000121254,0.000121254,0,94.17401094,66.50615859,94.16357835,66.50643964,p
06181305-4844580,2MASX J06181305-4844580,94.55432,-48.74951,256.73334,-25.3145,10.884,0.061,0.046815948,0.047240705,0.000500347,203.7816583,2.158340318,-5,4,0,0,0,2126.5,46.12493902,1812.701611,9.90743E+40,0.111555556,0.055583333,0,0.069297942,0.02166243,0.022923444,94.54605004,-48.72690098,94.5135062,-48.73910627,j
06183771+7821252,NGC 2146,94.65713,78.35702,135.65346,24.8964,7.125,0.016,0.002978742,0.003623257,0.000441973,15.93038174,1.617834434,3,0,1,1073.6,39.9,0,0,1240.748369,4.1442E+38,0.008416667,0.008416667,0,0.000380005,0.000380005,0,94.65093419,78.35811566,94.65093419,78.35811566,g
06200097-3711410,ESO 365-IG 006 NED01,95.00407,-37.19481,244.68521,-21.87291,10.958,0.052,0.032816195,0.032721348,0.000500347,139.6597799,2.13555798,-3,3,3,2897,67.92716688,4151.8,87.13472327,3539.136868,9.08541E+40,0.03775,0.02925,0,0.046606862,0.008954981,0,95.0025327,-37.1998913,94.9986279,-37.18950803,j
06214330-5241333,PKS 0620-52,95.43043,-52.6926,261.13077,-25.62202,10.093,0.054,0.051102268,0.051728074,0.000500347,223.8617174,2.165333131,-5,3,0,0,0,4840.3,115.9204037,4126.037906,2.72143E+41,0.084027778,0.036416667,0,0.035422842,0.001833698,0,95.41528884,-52.68491847,95.4103531,-52.67713839,j
06230765-6436211,2MASX J06230765-6436211,95.78202,-64.60579,274.31158,-27.31945,11.524,0.048,0.128889793,0.137655648,0.000500347,631.3667932,2.294874291,-9,1,0,0,0,347.7,13.5,296.3914179,1.55501E+41,0.0095,0.0095,0,0.000435229,0.000435229,0,95.86952207,-64.58259434,95.89839124,-64.5761068,j
06233595-6434413,2MASX J06233595-6434413,95.89975,-64.5782,274.28696,-27.26621,10.88,0.068,0.046365635,0.046692612,0.000500347,201.3375058,2.157484645,-5,2,0,0,0,377.8,12.5399362,322.0496913,1.71821E+40,0.084638889,0.057638889,0,0.11949273,0.004714823,0.0513008,95.8764366,-64.58607101,95.90570586,-64.57278468,j
06264958-5432340,PKS 0625-545,96.7066,-54.54287,263.30832,-25.2619,11.067,0.065,0.05197621,0.052634609,0.000500347,227.9332143,2.166743048,-5,4,0,0,0,5337.9,99.56450171,4550.209231,3.11136E+41,0.07775,0.035611111,0,0.032438216,0.008939513,0,96.69535468,-54.54566238,96.69002476,-54.54200634,j
