SDSS luminosities of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (8) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The u-band luminosity, L_u, of the galaxy. 
Column 3: The uncertainty of L_u.
Column 4: The sources for the quoted values for L_g and their uncertainties.
Column 5: The g-band luminosity, L_g, of the galaxy.
Column 6: The uncertainty of L_g.
Column 7: The sources for the quoted values for L_g and their uncertainties. 
Column 8: The r-band luminosity, L_r, of the galaxy.
Column 9: The uncertainty of L_r.
Column 10: The sources for the quoted values for L_r and their uncertainties.
Column 11: The i-band luminosity, L_i, of the galaxy.
Column 12: The uncertainty of L_i.
Column 13: The sources for the quoted values for L_i and their uncertainties.
Column 14: The z-band luminosity, L_z, of the galaxy.
Column 15: The uncertainty of L_z.
Column 16: The sources for the quoted values for L_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   L_u    dL_u    s.        L_g    dL_g   s.        L_r    dL_r   s.       L_i    dL_i    s.       L_z    dL_z         s.
       [log(L_sun)]             [log(L_sun)]            [log(L_sun)]           [log(L_sun)]            [log(L_sun)]
-----------------------------------------------------------------------------------------------------------------------------
1115    9.44    0.00       1    9.67    0.00       1    9.79    0.00       1    9.89    0.00       1    9.98    0.00       1
1116    8.24    0.00       1    8.34    0.00       1    8.38    0.00       1    8.45    0.00       1    8.49    0.01       1
1117    8.35    0.00       1    8.41    0.00       1    8.41    0.00       1    8.45    0.00       1    8.48    0.01       1
1118    9.81    0.00       1    9.81    0.00       1    9.78    0.00       1    9.82    0.00       1    9.86    0.00       1
1119    9.66    0.00       1    9.89    0.00       1   10.04    0.00       1   10.18    0.00       1   10.31    0.00       1
1120    8.15    0.00       1    8.24    0.00       1    8.29    0.00       1    8.36    0.00       1    8.43    0.01       1
1121    8.07    0.00       1    8.20    0.00       1    8.28    0.00       1    8.37    0.00       1    8.39    0.01       1
1122    8.78    0.00       1    8.88    0.00       1    8.91    0.00       1    9.00    0.00       1    9.08    0.00       1
1123    8.41    0.00       1    8.48    0.00       1    8.49    0.00       1    8.55    0.00       1    8.46    0.01       1
1124    9.00    0.00       1    9.08    0.00       1    9.11    0.00       1    9.17    0.00       1    9.25    0.01       1
1125    9.69    0.00       1    9.89    0.00       1   10.00    0.00       1   10.13    0.00       1   10.23    0.00       1
1126    8.63    0.00       1    8.81    0.00       1    8.93    0.00       1    9.03    0.00       1    9.14    0.00       1
1127    9.57    0.00       1    9.73    0.00       1    9.81    0.00       1    9.91    0.00       1   10.01    0.00       1
1128    8.40    0.00       1    8.48    0.00       1    8.54    0.00       1    8.61    0.00       1    8.64    0.01       1
1129    9.58    0.00       1    9.77    0.00       1    9.84    0.00       1    9.93    0.00       1   10.03    0.00       1
1130    7.98    0.01       1    8.06    0.00       1    8.09    0.00       1    8.15    0.00       1    8.18    0.03       1
1131    8.47    0.00       1    8.61    0.00       1    8.68    0.00       1    8.77    0.00       1    8.85    0.00       1
1132   10.06    0.17    1012   10.27    0.17    1012   10.38    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1133    8.41    0.00       1    8.47    0.00       1    8.53    0.00       1    8.60    0.00       1    8.66    0.01       1
1134    8.56    0.00       1    8.80    0.00       1    8.90    0.00       1    9.01    0.00       1    9.10    0.00       1
1135    9.20    0.00       1    9.40    0.00       1    9.50    0.00       1    9.61    0.00       1    9.70    0.00       1
1136    9.52    0.00       1    9.75    0.00       1    9.86    0.00       1    9.96    0.00       1   10.05    0.00       1
1137   10.17    0.17    1012   10.39    0.17    1012   10.50    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1138    8.98    0.00       1    9.03    0.00       1    8.99    0.00       1    9.09    0.00       1    9.15    0.00       1
1139    8.26    0.01       1    8.29    0.00       1    8.32    0.00       1    8.36    0.00       1    8.43    0.02       1
1140   10.21    0.00       1   10.44    0.00       1   10.58    0.00       1   10.70    0.00       1   10.81    0.00       1
1141   10.45    0.17    1002   10.67    0.17    1002   10.77    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1142    8.43    0.00       1    8.50    0.00       1    8.55    0.00       1    8.64    0.00       1    8.71    0.01       1
1143    9.51    0.00       1    9.78    0.00       1    9.88    0.00       1   10.00    0.00       1   10.08    0.00       1
1144    9.88    0.17    1002   10.04    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1145    8.55    0.00       1    8.62    0.00       1    8.69    0.00       1    8.77    0.00       1    8.82    0.01       1
1146    9.02    0.00       1    9.10    0.00       1    9.17    0.00       1    9.25    0.00       1    9.35    0.00       1
1147    9.72    0.00       1    9.76    0.00       1    9.84    0.00       1    9.92    0.00       1   10.01    0.00       1
1148    8.43    0.00       1    8.48    0.00       1    8.53    0.00       1    8.61    0.00       1    8.67    0.01       1
1149    9.76    0.00       1    9.91    0.00       1   10.00    0.00       1   10.09    0.00       1   10.17    0.00       1
1150    9.62    0.00       1    9.63    0.00       1    9.59    0.00       1    9.63    0.00       1    9.72    0.00       1
1151   -9.99   -9.99       0   -9.99   -9.99       0    6.75    0.50    1034    6.76    0.56    1004    6.79    0.60    1004
1152   -9.99   -9.99       0   -9.99   -9.99       0    5.74    0.50    1034    5.78    0.56    1004    5.77    0.60    1004
1153   -9.99   -9.99       0   -9.99   -9.99       0    8.33    0.17    1034    8.41    0.19    1004    8.49    0.21    1004
1154   -9.99   -9.99       0   -9.99   -9.99       0    9.13    0.17    1034    9.25    0.19    1004    9.35    0.21    1004
1155   -9.99   -9.99       0   -9.99   -9.99       0    5.80    0.50    1034    5.79    0.56    1004    5.78    0.60    1004
1156   -9.99   -9.99       0   -9.99   -9.99       0    6.65    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1157   -9.99   -9.99       0   -9.99   -9.99       0    6.35    0.50    1034    6.42    0.56    1004    6.44    0.60    1004
1158   10.03    0.17    1012   10.24    0.17    1012   10.33    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1159   -9.99   -9.99       0   -9.99   -9.99       0    8.18    0.17    1034    8.25    0.19    1004    8.32    0.21    1004
1160   -9.99   -9.99       0   -9.99   -9.99       0    6.51    0.50    1034    6.55    0.56    1004    6.57    0.60    1004
1161   -9.99   -9.99       0   -9.99   -9.99       0    5.99    0.50    1034    6.03    0.56    1004    6.04    0.60    1004
1162   -9.99   -9.99       0   -9.99   -9.99       0    7.04    0.17    1034    7.08    0.19    1004    7.12    0.21    1004
1163   -9.99   -9.99       0   -9.99   -9.99       0    8.53    0.17    1034    8.59    0.19    1004    8.68    0.21    1004
1164   -9.99   -9.99       0   -9.99   -9.99       0    6.10    0.50    1034    6.11    0.56    1004    6.12    0.60    1004
1165   -9.99   -9.99       0   -9.99   -9.99       0    5.89    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1166   -9.99   -9.99       0   -9.99   -9.99       0    6.79    0.50    1034    6.83    0.56    1004    6.86    0.60    1004
1167   -9.99   -9.99       0   -9.99   -9.99       0    7.00    0.50    1034    7.03    0.19    1004    7.07    0.21    1004
1168   -9.99   -9.99       0   -9.99   -9.99       0    6.00    0.50    1034    6.02    0.56    1004    6.02    0.60    1004
1169   -9.99   -9.99       0   -9.99   -9.99       0    5.74    0.50    1034    5.76    0.56    1004    5.75    0.60    1004
1170   -9.99   -9.99       0   -9.99   -9.99       0    6.84    0.50    1034    6.88    0.56    1004    6.91    0.60    1004
1171   -9.99   -9.99       0   -9.99   -9.99       0    5.68    0.50    1034    5.67    0.56    1004    5.65    0.60    1004
1172   -9.99   -9.99       0   -9.99   -9.99       0    6.19    0.50    1034    6.22    0.56    1004    6.23    0.60    1004
1173   -9.99   -9.99       0   -9.99   -9.99       0    6.22    0.50    1034    6.26    0.56    1004    6.27    0.60    1004
1174   -9.99   -9.99       0   -9.99   -9.99       0    6.85    0.50    1034    6.88    0.56    1004    6.91    0.60    1004
1175   -9.99   -9.99       0   -9.99   -9.99       0    6.64    0.50    1034    6.69    0.56    1004    6.71    0.60    1004
1176   -9.99   -9.99       0   -9.99   -9.99       0    7.84    0.17    1034    7.90    0.19    1004    7.96    0.21    1004
1177   -9.99   -9.99       0   -9.99   -9.99       0   10.73    0.17    1034   10.76    0.19    1004   10.92    0.21    1004
1178   -9.99   -9.99       0   -9.99   -9.99       0    5.93    0.50    1034    5.96    0.56    1004    5.96    0.60    1004
1179   -9.99   -9.99       0   -9.99   -9.99       0    6.65    0.50    1034    6.69    0.56    1004    6.71    0.60    1004
1180   -9.99   -9.99       0   -9.99   -9.99       0    7.14    0.17    1034    7.21    0.19    1004    7.25    0.21    1004
1181   -9.99   -9.99       0   -9.99   -9.99       0    8.69    0.17    1034    8.78    0.19    1004    8.87    0.21    1004
1182   -9.99   -9.99       0   -9.99   -9.99       0    6.47    0.50    1034    6.53    0.56    1004    6.55    0.60    1004
1183   -9.99   -9.99       0   -9.99   -9.99       0    5.65    0.50    1034    5.67    0.56    1004    5.66    0.60    1004
1184   -9.99   -9.99       0   -9.99   -9.99       0    6.63    0.50    1034    6.50    0.56    1004    6.52    0.60    1004
1185   -9.99   -9.99       0   -9.99   -9.99       0    6.65    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1186   -9.99   -9.99       0   -9.99   -9.99       0    7.98    0.17    1034    8.05    0.19    1004    8.12    0.21    1004
1187   -9.99   -9.99       0   -9.99   -9.99       0    5.54    0.50    1034    5.57    0.56    1004    5.55    0.60    1004
1188   -9.99   -9.99       0   -9.99   -9.99       0    6.79    0.50    1034    6.83    0.56    1004    6.86    0.60    1004
1189   -9.99   -9.99       0   -9.99   -9.99       0    6.05    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1190   -9.99   -9.99       0   -9.99   -9.99       0    7.71    0.17    1034    7.79    0.19    1004    7.85    0.21    1004
1191   -9.99   -9.99       0   -9.99   -9.99       0    7.47    0.17    1034    7.51    0.19    1004    7.56    0.21    1004
1192   -9.99   -9.99       0   -9.99   -9.99       0    5.91    0.50    1034    5.94    0.56    1004    5.94    0.60    1004
1193   -9.99   -9.99       0   -9.99   -9.99       0    6.41    0.50    1034    6.47    0.56    1004    6.48    0.60    1004
1194   -9.99   -9.99       0   -9.99   -9.99       0    6.48    0.50    1034    6.51    0.56    1004    6.53    0.60    1004
1195    9.10    0.17    1002    9.19    0.17    1002    9.60    0.17    1034    9.74    0.19    1004    9.86    0.21    1004
1196   -9.99   -9.99       0   -9.99   -9.99       0    7.02    0.17    1034    7.04    0.19    1004    7.07    0.21    1004
1197   -9.99   -9.99       0   -9.99   -9.99       0    7.01    0.17    1034    7.06    0.19    1004    7.09    0.21    1004
1198   -9.99   -9.99       0   -9.99   -9.99       0    8.69    0.17    1034    8.82    0.19    1004    8.91    0.21    1004
1199   -9.99   -9.99       0   -9.99   -9.99       0    7.07    0.17    1034    7.12    0.19    1004    7.16    0.21    1004
1200   -9.99   -9.99       0   -9.99   -9.99       0    7.77    0.17    1034    7.84    0.19    1004    7.90    0.21    1004
1201   -9.99   -9.99       0   -9.99   -9.99       0    5.77    0.50    1034    5.73    0.56    1004    5.72    0.60    1004
1202   -9.99   -9.99       0   -9.99   -9.99       0    5.87    0.50    1034    5.88    0.56    1004    5.87    0.60    1004
1203   -9.99   -9.99       0   -9.99   -9.99       0    6.71    0.50    1034    6.79    0.56    1004    6.81    0.60    1004
1204   -9.99   -9.99       0   -9.99   -9.99       0    7.56    0.17    1034    7.61    0.19    1004    7.66    0.21    1004
1205   -9.99   -9.99       0   -9.99   -9.99       0    8.08    0.17    1034    8.20    0.19    1004    8.27    0.21    1004
1206   -9.99   -9.99       0   -9.99   -9.99       0    7.25    0.17    1034    7.29    0.19    1004    7.34    0.21    1004
1207   -9.99   -9.99       0   -9.99   -9.99       0    6.73    0.50    1034    6.76    0.56    1004    6.79    0.60    1004
1208   -9.99   -9.99       0   -9.99   -9.99       0    9.59    0.17    1034    9.72    0.19    1004    9.84    0.21    1004
1209   -9.99   -9.99       0   -9.99   -9.99       0    7.12    0.17    1034    7.18    0.19    1004    7.22    0.21    1004
1210    9.64    0.00       1    9.82    0.00       1    9.94    0.00       1   10.07    0.00       1   10.02    0.01       1
1211   -9.99   -9.99       0   -9.99   -9.99       0    6.88    0.50    1034    6.93    0.56    1004    6.96    0.60    1004
1212   -9.99   -9.99       0   -9.99   -9.99       0    6.18    0.50    1034    6.22    0.56    1004    6.23    0.60    1004
1213   -9.99   -9.99       0   -9.99   -9.99       0    8.73    0.17    1034    8.83    0.19    1004    8.93    0.21    1004
1214   -9.99   -9.99       0   -9.99   -9.99       0    6.53    0.50    1034    6.54    0.56    1004    6.56    0.60    1004
1215   -9.99   -9.99       0   -9.99   -9.99       0    6.02    0.50    1034    6.09    0.56    1004    6.09    0.60    1004
1216   -9.99   -9.99       0   -9.99   -9.99       0    8.67    0.17    1034    8.78    0.19    1004    8.87    0.21    1004
1217   -9.99   -9.99       0   -9.99   -9.99       0    6.16    0.50    1034    6.15    0.56    1004    6.16    0.60    1004
1218   10.19    0.00       1   10.37    0.00       1   10.53    0.00       1   10.63    0.00       1   10.76    0.00       1
1219   -9.99   -9.99       0   -9.99   -9.99       0    6.02    0.50    1034    5.99    0.56    1004    5.99    0.60    1004
1220   -9.99   -9.99       0   -9.99   -9.99       0    5.92    0.50    1034    5.92    0.56    1004    5.92    0.60    1004
1221   -9.99   -9.99       0   -9.99   -9.99       0    7.09    0.17    1034    7.13    0.19    1004    7.16    0.21    1004
1222   -9.99   -9.99       0   -9.99   -9.99       0    7.74    0.17    1034    7.79    0.19    1004    7.84    0.21    1004
1223   -9.99   -9.99       0   -9.99   -9.99       0    6.70    0.50    1034    6.72    0.56    1004    6.74    0.60    1004
1224   -9.99   -9.99       0   -9.99   -9.99       0    7.48    0.17    1034    7.54    0.19    1004    7.60    0.21    1004
1225   -9.99   -9.99       0   -9.99   -9.99       0    9.69    0.17    1034    9.73    0.19    1004    9.85    0.21    1004
1226   -9.99   -9.99       0   -9.99   -9.99       0    9.77    0.17    1034    9.91    0.19    1004   10.04    0.21    1004
1227   -9.99   -9.99       0   -9.99   -9.99       0    8.12    0.17    1034    8.23    0.19    1004    8.30    0.21    1004
1228   -9.99   -9.99       0   -9.99   -9.99       0    6.31    0.50    1034    6.36    0.56    1004    6.37    0.60    1004
1229   -9.99   -9.99       0   -9.99   -9.99       0    8.22    0.17    1034    8.31    0.19    1004    8.38    0.21    1004
