SDSS colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (13) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (u-g)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (u-g). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (u-g) and its uncertainty.
Column 5: The (g-r)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (g-r). The uncertainty, if available, comes from the same source as (g-r) itself.
Column 7: The sources for (g-r) and its uncertainty.
Column 8: The (g-i)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (g-i). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(g-i)$ and its uncertainty.
Column 11: The (g-z)-colour of the galaxy, corrected for extinction and redshift. 
Column 12: The uncertainty of (g-z). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 13: The sources for $(g-z)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   (u-g)  d(u-g)       s.  (g-r)  d(g-r)       s.  (g-i)  d(g-i)       s.  (g-z)  d(g-z)       s.
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
1387    1.75    0.02       1    0.74    0.00       1    1.06    0.00       1    1.36    0.01       1
1388    1.75    0.01       1    0.79    0.00       1    1.16    0.00       1    1.48    0.00       1
1389    1.79    0.01       1    0.79    0.00       1    1.12    0.00       1    1.43    0.00       1
1390    1.91    0.01       1    0.82    0.00       1    1.16    0.00       1    1.50    0.00       1
1391    1.82    0.09       1    0.69    0.01       1    0.97    0.01       1    1.22    0.03       1
1392    1.76    0.01       1    0.78    0.00       1    1.13    0.00       1    1.43    0.00       1
1393    1.24    0.23       1    0.54    0.05       1    0.75    0.06       1    0.84    0.15       1
1394    0.54    0.40       1    0.62    0.14       1    0.60    0.19       1   -9.99   -9.99       0
1395    1.72    0.03       1    0.78    0.00       1    1.11    0.00       1    1.44    0.01       1
1396    1.57    0.08       1    0.70    0.01       1    1.00    0.01       1    1.26    0.03       1
1397    1.55    0.40       1    0.64    0.06       1    0.81    0.07       1    1.30    0.14       1
1398    1.40    0.08       1    0.70    0.01       1    1.02    0.01       1    1.21    0.04       1
1399    1.85    0.02       1    0.79    0.00       1    1.15    0.00       1    1.49    0.00       1
1400    1.55    0.12       1    0.75    0.02       1    1.07    0.02       1    1.33    0.04       1
1401    1.87    0.01       1    0.82    0.00       1    1.20    0.00       1    1.56    0.00       1
1402    1.72    0.02       1    0.77    0.00       1    1.10    0.00       1    1.42    0.01       1
1403    1.91    0.01       1    0.84    0.00       1    1.18    0.00       1    1.53    0.00       1
1404    1.38    0.06       1    0.70    0.01       1    0.98    0.01       1    1.19    0.03       1
1405    1.47    0.05       1    0.69    0.01       1    0.98    0.01       1    1.23    0.02       1
1406    0.44    0.21       1    1.62    0.05       1    2.11    0.05       1    2.61    0.07       1
1407    1.85    0.01       1    0.77    0.00       1    1.11    0.00       1    1.40    0.00       1
1408    1.73    0.02       1    0.67    0.00       1    1.00    0.00       1    1.26    0.01       1
1409    1.74    0.02       1    0.79    0.00       1    1.12    0.00       1    1.44    0.00       1
1410    1.86    0.02       1    0.76    0.00       1    1.12    0.00       1    1.44    0.00       1
1411    2.14    0.02       1    0.79    0.00       1    1.15    0.00       1    1.47    0.00       1
1412    1.90    0.01       1    0.80    0.00       1    1.19    0.00       1    1.54    0.00       1
1413    2.06    0.00       1    0.83    0.00       1    1.10    0.00       1    1.49    0.00       1
1414    1.98    0.02       1    0.78    0.00       1    1.16    0.00       1    1.43    0.00       1
1415    1.63    0.02       1    0.74    0.00       1    1.07    0.00       1    1.36    0.01       1
1416    1.61    0.05       1    0.72    0.01       1    1.03    0.01       1    1.31    0.01       1
1417    1.14    0.15       1    0.82    0.04       1    1.05    0.04       1    1.10    0.10       1
1418    1.85    0.01       1    0.77    0.00       1    1.12    0.00       1    1.45    0.00       1
1419    1.83    0.01       1    0.76    0.00       1    1.14    0.00       1    1.46    0.00       1
1420    1.72    0.01       1    0.74    0.00       1    1.01    0.00       1    1.28    0.00       1
1421    1.72    0.24       1    0.50    0.04       1    0.74    0.04       1    1.09    0.09       1
1422    1.83    0.02       1    0.77    0.00       1    1.13    0.00       1    1.44    0.00       1
1423    0.69    0.10       1    0.64    0.03       1    1.51    0.02       1    1.69    0.04       1
1424    1.81    0.01       1    0.77    0.00       1    1.14    0.00       1    1.47    0.00       1
1425    1.91    0.01       1    0.82    0.00       1    1.18    0.00       1    1.55    0.00       1
1426    1.86    0.01       1    0.77    0.00       1    1.13    0.00       1    1.43    0.00       1
1427    1.80    0.11       1    0.69    0.01       1    0.99    0.01       1    1.30    0.02       1
1428    1.75    0.24       1    0.54    0.04       1    0.72    0.05       1    1.13    0.09       1
1429    1.69    0.03       1    0.66    0.00       1    0.98    0.00       1    1.23    0.01       1
1430    1.89    0.02       1    0.81    0.00       1    1.16    0.00       1    1.46    0.00       1
1431    5.60    0.20       1    0.23    0.04       1    0.54    0.04       1    0.90    0.10       1
1432    1.66    0.05       1    0.69    0.01       1    0.99    0.01       1    1.27    0.01       1
1433    1.88    0.01       1    0.77    0.00       1    1.12    0.00       1    1.45    0.00       1
1434    1.51    0.48       1    1.26    0.07       1    1.57    0.07       1    1.14    0.22       1
1435    1.47    0.05       1    0.67    0.01       1    0.95    0.01       1    1.26    0.02       1
1436    1.84    0.13       1    0.66    0.01       1    0.97    0.01       1    1.27    0.03       1
1437    1.75    0.02       1    0.78    0.00       1    1.10    0.00       1    1.44    0.01       1
1438    1.79    0.33       1    0.56    0.04       1    0.89    0.04       1    0.95    0.12       1
1439    1.84    0.02       1    0.76    0.00       1    1.10    0.00       1    1.43    0.00       1
1440    1.91    0.02       1    0.73    0.00       1    1.04    0.00       1    1.36    0.00       1
1441    1.81    0.01       1    0.80    0.00       1    1.14    0.00       1    1.49    0.00       1
1442    1.81    0.02       1    0.73    0.00       1    1.08    0.00       1    1.40    0.01       1
1443    2.05    0.26       1    0.64    0.03       1    0.99    0.03       1    1.28    0.05       1
1444    1.67    0.08       1    0.69    0.01       1    0.91    0.01       1    1.23    0.03       1
1445    1.61    0.07       1    0.69    0.01       1    0.95    0.01       1    1.19    0.02       1
1446    1.78    0.01       1    0.70    0.00       1    1.06    0.00       1    1.35    0.00       1
1447    1.49    0.15       1    0.61    0.03       1    0.61    0.03       1    1.08    0.07       1
1448    1.28    0.23       1    0.65    0.05       1    0.88    0.06       1    0.90    0.16       1
1449    1.89    0.02       1    0.70    0.00       1    1.11    0.00       1    1.33    0.00       1
1450    1.72    0.01       1    0.76    0.00       1    1.14    0.00       1    1.47    0.00       1
1451    1.85    0.01       1    0.79    0.00       1    1.15    0.00       1    1.49    0.00       1
1452    1.75    0.01       1    0.72    0.00       1    1.03    0.00       1    1.35    0.00       1
1453    1.87    0.01       1    0.75    0.00       1    1.09    0.00       1    1.42    0.00       1
1454    1.84    0.01       1    0.80    0.00       1    1.17    0.00       1    1.50    0.00       1
1455    1.75    0.01       1    0.76    0.00       1    1.10    0.00       1    1.45    0.00       1
1456    1.78    0.02       1    0.76    0.00       1    1.10    0.00       1    1.41    0.00       1
1457    1.89    0.01       1    0.82    0.00       1    1.21    0.00       1    1.56    0.00       1
1458    1.97    0.01       1    0.82    0.00       1    1.20    0.00       1    1.53    0.00       1
1459    1.84    0.01       1    0.81    0.00       1    1.14    0.00       1    1.49    0.00       1
1460    1.91    0.01       1    0.79    0.00       1    1.18    0.00       1    1.53    0.00       1
1461    1.83    0.01       1    0.77    0.00       1    1.12    0.00       1    1.43    0.00       1
1462    1.62    0.02       1    0.70    0.00       1    1.01    0.00       1    1.33    0.01       1
1463    1.79    0.02       1    0.75    0.00       1    1.08    0.00       1    1.37    0.00       1
1464    1.80    0.02       1    0.75    0.00       1    1.10    0.00       1    1.40    0.00       1
1465    1.88    0.01       1    0.80    0.00       1    1.18    0.00       1    1.49    0.00       1
1466    1.88    0.02       1    0.76    0.00       1    1.09    0.00       1    1.42    0.00       1
1467    1.87    0.01       1    0.80    0.00       1    1.16    0.00       1    1.46    0.00       1
1468    1.97    0.01       1    0.90    0.00       1    1.30    0.00       1    1.69    0.00       1
1469    1.74    0.02       1    0.73    0.00       1    1.05    0.00       1    1.38    0.01       1
1470    1.98    0.01       1    0.80    0.00       1    1.16    0.00       1    1.49    0.00       1
1471    1.74    0.02       1    0.76    0.00       1    1.08    0.00       1    1.38    0.01       1
1472    1.85    0.01       1    0.79    0.00       1    1.15    0.00       1    1.49    0.00       1
1473    1.97    0.01       1    0.84    0.00       1    1.23    0.00       1    1.55    0.00       1
1474    1.96    0.01       1    0.87    0.00       1    1.29    0.00       1    1.68    0.00       1
1475    1.88    0.01       1    0.84    0.00       1    1.23    0.00       1    1.62    0.00       1
1476    1.71    0.01       1    0.83    0.00       1    1.19    0.00       1    1.56    0.00       1
1477    1.74    0.01       1    0.76    0.00       1    1.10    0.00       1    1.41    0.00       1
1478    1.77    0.02       1    0.82    0.00       1    1.20    0.00       1    1.56    0.00       1
1479    1.71    0.02       1    0.71    0.00       1    1.03    0.00       1    1.34    0.01       1
1480    1.81    0.01       1    0.80    0.00       1    1.15    0.00       1    1.46    0.00       1
1481    1.93    0.01       1    0.79    0.00       1    1.12    0.00       1    1.42    0.00       1
1482    1.72    0.01       1    0.74    0.00       1    1.05    0.00       1    1.37    0.00       1
1483    1.83    0.01       1    0.76    0.00       1    1.08    0.00       1    1.36    0.00       1
1484    1.80    0.01       1    0.80    0.00       1    1.14    0.00       1    1.50    0.00       1
1485    1.67    0.01       1    0.78    0.00       1    1.12    0.00       1    1.43    0.00       1
1486    1.86    0.01       1    0.80    0.00       1    1.16    0.00       1    1.50    0.00       1
1487    1.88    0.01       1    0.80    0.00       1    1.14    0.01       1    1.46    0.00       1
1488   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1489    1.77    0.02       1    0.72    0.00       1    1.02    0.00       1    1.32    0.01       1
1490    1.80    0.01       1    0.82    0.00       1    1.19    0.00       1    1.53    0.00       1
1491    1.71    0.01       1    0.75    0.00       1    1.10    0.00       1    1.37    0.00       1
1492    1.90    0.01       1    0.82    0.00       1    1.20    0.00       1    1.47    0.00       1
1493    1.54    0.02       1    0.70    0.00       1    1.01    0.00       1    1.29    0.01       1
1494    1.87    0.01       1    0.83    0.00       1    1.20    0.00       1    1.49    0.00       1
1495    1.96    0.01       1    0.86    0.00       1    1.22    0.00       1    1.58    0.00       1
1496    1.76    0.03       1    0.74    0.00       1    1.08    0.00       1    1.37    0.01       1
1497    1.87    0.01       1    0.85    0.00       1    1.21    0.00       1    1.58    0.00       1
1498    1.97    0.01       1    0.81    0.00       1    1.17    0.00       1    1.47    0.00       1
1499   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1500   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1501   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1502   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1503    1.79    0.00       1    0.73    0.00       1    1.12    0.00       1    1.39    0.00       1
1504   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1505    1.62    0.00       1    0.71    0.00       1    1.05    0.00       1    1.27    0.00       1
1506    1.87    0.00       1    0.75    0.00       1    1.17    0.00       1    1.45    0.00       1
1507   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1508    2.06    0.01       1    0.35    0.01       1    0.68    0.01       1    0.95    0.01       1
1509    1.86    0.00       1    0.79    0.00       1    1.21    0.00       1    1.51    0.00       1
1510    1.83    0.00       1    0.78    0.00       1    1.16    0.00       1    1.50    0.00       1
1511    1.83    0.01       1    0.77    0.00       1    1.19    0.00       1    1.45    0.00       1
1512    1.82    0.00       1    0.85    0.00       1    1.39    0.00       1    1.64    0.00       1
1513    1.73    0.01       1    0.72    0.00       1    1.02    0.00       1    1.30    0.00       1
1514    1.66    0.01       1    0.71    0.00       1    1.06    0.00       1    1.35    0.00       1
1515    1.39    0.01       1    0.66    0.00       1    1.06    0.00       1    1.35    0.00       1
1516    1.83    0.01       1    0.74    0.00       1    1.14    0.00       1    1.39    0.00       1
1517   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1518   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1519   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1520    1.95    0.00       1    0.88    0.00       1    1.32    0.00       1    1.66    0.00       1
1521    2.01    0.00       1    0.84    0.00       1    1.26    0.00       1    1.55    0.00       1
1522    1.81    0.00       1    0.74    0.00       1    1.12    0.00       1    1.40    0.00       1
1523    1.80    0.00       1    0.81    0.00       1    1.23    0.00       1    1.42    0.00       1
1524    1.89    0.00       1    0.81    0.00       1    1.24    0.00       1    1.53    0.00       1
1525    1.63    0.01       1    0.71    0.00       1    1.05    0.00       1    1.30    0.00       1
1526    1.65    0.01       1    0.71    0.00       1    1.10    0.00       1    1.32    0.00       1
1527   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1528    1.91    0.00       1    0.80    0.00       1    1.23    0.00       1    1.51    0.00       1
1529    1.83    0.00       1    0.73    0.00       1    1.26    0.00       1    1.43    0.00       1
1530    0.80    0.00       1    0.78    0.00       1    1.18    0.00       1    1.36    0.00       1
1531    1.55    0.00       1    0.64    0.00       1    0.96    0.00       1    1.18    0.00       1
1532    1.78    0.00       1    0.73    0.00       1    1.09    0.00       1    1.37    0.00       1
1533    1.72    0.00       1    0.75    0.00       1    1.09    0.00       1    1.34    0.00       1
1534    1.81    0.00       1    0.75    0.00       1    1.15    0.00       1    1.39    0.00       1
1535    1.72    0.01       1    0.77    0.00       1    1.11    0.00       1    1.35    0.00       1
1536    1.86    0.00       1    0.81    0.00       1    1.22    0.00       1    1.45    0.00       1
1537    1.17    0.00       1    0.63    0.00       1    0.95    0.00       1    1.27    0.00       1
1538    2.29    0.01       1    0.79    0.00       1    1.25    0.00       1    1.51    0.00       1
1539    1.79    0.01       1    0.82    0.00       1    1.21    0.00       1    1.52    0.00       1
1540    1.73    0.00       1    0.69    0.00       1    1.04    0.00       1    1.26    0.00       1
1541    1.91    0.00       1    0.83    0.00       1    1.23    0.00       1    1.53    0.00       1
1542    1.85    0.00       1    0.75    0.00       1    1.18    0.00       1    1.47    0.00       1
1543    1.90    0.00       1    0.81    0.00       1    1.28    0.00       1    1.56    0.00       1
1544    1.90    0.00       1    0.77    0.00       1    1.15    0.00       1    1.42    0.00       1
1545    1.84    0.00       1    0.81    0.00       1    1.21    0.00       1    1.54    0.00       1
1546   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1547   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1548    1.64    0.00       1    0.82    0.00       1    1.29    0.00       1    1.57    0.00       1
1549    1.61    0.00       1    0.65    0.00       1    1.02    0.00       1    1.23    0.00       1
1550   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1551    1.86    0.00       1    0.73    0.00       1    1.09    0.00       1    1.34    0.00       1
1552    1.87    0.00       1    0.84    0.00       1    1.18    0.00       1    1.47    0.00       1
1553    1.70    0.01       1    0.69    0.00       1    1.00    0.00       1    1.25    0.00       1
1554    1.87    0.00       1    0.80    0.00       1    1.23    0.00       1    1.48    0.00       1
1555    1.47    0.01       1    0.71    0.00       1    1.05    0.00       1    1.33    0.00       1
1556    1.68    0.01       1    0.77    0.00       1    1.17    0.00       1    1.44    0.00       1
1557    1.50    0.01       1    0.77    0.00       1    1.14    0.00       1    1.47    0.00       1
1558   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1559   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1560    1.75    0.01       1    0.77    0.00       1    1.14    0.00       1    1.42    0.00       1
1561   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1562    1.98    0.00       1    0.85    0.00       1    1.23    0.00       1    1.54    0.00       1
1563   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1564    1.97    0.01       1    0.79    0.00       1    1.19    0.00       1    1.36    0.00       1
1565   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1566   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1567   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1568   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1569   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1570   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1571   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1572   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1573    1.75    0.00       1    0.75    0.00       1    1.09    0.00       1    1.29    0.00       1
1574   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1575    1.78    0.00       1    0.68    0.00       1    1.12    0.00       1    1.31    0.00       1
1576   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1577   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1578   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1579   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1580    1.73    0.00       1    0.72    0.00       1    1.08    0.00       1    1.32    0.00       1
1581    1.38    0.00       1    0.64    0.00       1    0.95    0.00       1    1.18    0.00       1
1582   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1583    1.25    0.02       1    0.45    0.00       1    0.70    0.01       1    0.86    0.02       1
1584   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1585    1.65    0.01       1    0.68    0.00       1    1.02    0.00       1    1.31    0.00       1
1586    1.96    0.00       1    0.83    0.00       1    1.23    0.00       1    1.54    0.00       1
1587    1.63    0.01       1    0.66    0.00       1    0.98    0.00       1    1.28    0.00       1
1588    1.81    0.01       1    0.78    0.00       1    1.18    0.00       1    1.45    0.00       1
1589    1.65    0.02       1    0.73    0.00       1    1.11    0.00       1    1.40    0.00       1
1590    1.87    0.01       1    0.79    0.00       1    1.15    0.00       1    1.49    0.00       1
1591    1.47    0.02       1    0.71    0.00       1    1.06    0.00       1    1.35    0.01       1
1592    1.71    0.01       1    0.87    0.00       1    1.28    0.00       1    1.62    0.00       1
1593    2.02    0.00       1    0.84    0.00       1    1.25    0.00       1    1.55    0.00       1
1594    1.81    0.02       1    0.81    0.00       1    1.17    0.00       1    1.52    0.00       1
1595    1.57    0.02       1    0.70    0.00       1    1.04    0.00       1    1.33    0.00       1
1596    1.91    0.01       1    0.81    0.00       1    1.22    0.00       1    1.51    0.00       1
1597   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1598   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1599    1.33    0.02       1    0.69    0.00       1    1.03    0.00       1    1.30    0.01       1
1600    1.91    0.01       1    0.82    0.00       1    1.18    0.00       1    1.47    0.00       1
1601    1.66    0.01       1    1.02    0.01       1    1.40    0.01       1    1.74    0.01       1
1602    1.30    0.01       1    0.65    0.00       1    0.95    0.00       1    1.32    0.00       1
1603   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1604    1.84    0.01       1    0.76    0.00       1    1.07    0.00       1    1.40    0.00       1
1605   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1606    1.83    0.01       1    0.80    0.00       1    1.12    0.00       1    1.45    0.00       1
1607    1.47    0.01       1    0.53    0.00       1    0.80    0.00       1    1.05    0.00       1
1608    1.54    0.03       1    0.75    0.00       1    1.07    0.00       1    1.41    0.01       1
1609    1.94    0.02       1    0.86    0.00       1    1.24    0.00       1    1.62    0.00       1
1610    1.75    0.03       1    0.78    0.00       1    1.10    0.00       1    1.45    0.01       1
1611    1.81    0.04       1    0.79    0.00       1    1.13    0.00       1    1.48    0.01       1
1612    1.78    0.01       1    0.80    0.00       1    1.21    0.00       1    1.51    0.00       1
1613    1.93    0.02       1    0.84    0.00       1    1.18    0.00       1    1.57    0.00       1
1614    1.93    0.02       1    0.81    0.00       1    1.16    0.00       1    1.53    0.00       1
1615    1.97    0.03       1    0.87    0.00       1    1.23    0.00       1    1.63    0.00       1
1616    1.71    0.03       1    0.77    0.00       1    1.10    0.00       1    1.46    0.01       1
1617    1.62    0.04       1    0.67    0.00       1    0.95    0.00       1    1.25    0.01       1
1618    1.91    0.03       1    0.83    0.00       1    1.17    0.00       1    1.51    0.01       1
1619    1.56    0.05       1    0.78    0.01       1    1.10    0.01       1    1.46    0.01       1
1620    1.96    0.02       1    0.82    0.00       1    1.22    0.00       1    1.63    0.00       1
1621    1.85    0.02       1    0.82    0.00       1    1.18    0.00       1    1.56    0.01       1
1622    1.95    0.02       1    0.82    0.00       1    1.16    0.00       1    1.53    0.00       1
1623    1.83    0.03       1    0.79    0.00       1    1.13    0.00       1    1.50    0.01       1
1624    1.95    0.02       1    0.81    0.00       1    1.16    0.00       1    1.53    0.00       1
1625    2.02    0.02       1    0.83    0.00       1    1.15    0.00       1    1.51    0.00       1
1626    1.84    0.03       1    0.78    0.00       1    1.10    0.00       1    1.47    0.01       1
1627    1.89    0.02       1    0.85    0.00       1    1.24    0.00       1    1.65    0.00       1
1628    1.74    0.04       1    0.75    0.00       1    1.07    0.00       1    1.40    0.01       1
1629    1.92    0.02       1    0.82    0.00       1    1.18    0.00       1    1.56    0.00       1
1630    2.00    0.02       1    0.87    0.00       1    1.27    0.00       1    1.70    0.00       1
1631    1.76    0.05       1    0.79    0.01       1    1.13    0.01       1    1.47    0.01       1
1632    1.90    0.02       1    0.80    0.00       1    1.16    0.00       1    1.53    0.00       1
1633    1.93    0.02       1    0.84    0.00       1    1.25    0.00       1    1.62    0.00       1
1634    1.99    0.03       1    0.83    0.00       1    1.19    0.00       1    1.57    0.01       1
1635    2.04    0.03       1    0.85    0.00       1    1.21    0.00       1    1.59    0.01       1
1636    1.88    0.03       1    0.82    0.00       1    1.14    0.00       1    1.51    0.01       1
1637    1.94    0.02       1    0.82    0.00       1    1.17    0.00       1    1.53    0.00       1
1638    2.03    0.02       1    0.85    0.00       1    1.18    0.00       1    1.55    0.00       1
1639    1.69    0.03       1    0.75    0.00       1    1.08    0.00       1    1.41    0.01       1
1640    1.89    0.02       1    0.83    0.00       1    1.19    0.00       1    1.51    0.00       1
1641    2.04    0.02       1    0.87    0.00       1    1.21    0.00       1    1.58    0.00       1
1642    2.04    0.02       1    0.87    0.00       1    1.21    0.00       1    1.57    0.00       1
1643    2.04    0.01       1    0.87    0.00       1    1.26    0.00       1    1.64    0.00       1
1644    1.92    0.02       1    0.84    0.00       1    1.29    0.00       1    1.58    0.00       1
1645    1.90    0.03       1    0.86    0.00       1    1.26    0.00       1    1.63    0.01       1
1646    1.91    0.02       1    0.87    0.00       1    1.25    0.00       1    1.64    0.00       1
1647    2.02    0.02       1    0.86    0.00       1    1.26    0.00       1    1.63    0.00       1
1648    1.99    0.02       1    0.83    0.00       1    1.17    0.00       1    1.54    0.00       1
1649    1.91    0.05       1    0.80    0.00       1    1.15    0.00       1    1.49    0.01       1
1650    1.96    0.03       1    0.84    0.00       1    1.23    0.00       1    1.61    0.01       1
1651    1.89    0.04       1    0.81    0.00       1    1.16    0.00       1    1.53    0.01       1
1652    2.05    0.02       1    0.88    0.00       1    1.27    0.00       1    1.68    0.00       1
1653    1.94    0.02       1    0.86    0.00       1    1.25    0.00       1    1.60    0.00       1
1654    1.98    0.04       1    0.88    0.00       1    1.25    0.00       1    1.66    0.01       1
1655    1.94    0.03       1    0.86    0.00       1    1.25    0.00       1    1.67    0.00       1
1656    2.03    0.01       1    0.88    0.00       1    1.27    0.00       1    1.66    0.00       1
1657    1.87    0.03       1    0.80    0.00       1    1.11    0.00       1    1.45    0.01       1
1658    1.94    0.03       1    0.83    0.00       1    1.19    0.00       1    1.57    0.01       1
1659    1.82    0.04       1    0.81    0.00       1    1.15    0.00       1    1.49    0.01       1
1660    1.98    0.03       1    0.80    0.00       1    1.16    0.00       1    1.55    0.00       1
1661    1.98    0.07       1    0.78    0.01       1    1.11    0.01       1    1.49    0.01       1
1662    1.92    0.04       1    0.81    0.00       1    1.13    0.00       1    1.49    0.01       1
1663    2.03    0.05       1    0.83    0.00       1    1.19    0.00       1    1.57    0.01       1
1664    1.90    0.02       1    0.80    0.00       1    1.12    0.00       1    1.50    0.01       1
1665    2.22    0.03       1    0.91    0.00       1    1.32    0.00       1    1.69    0.00       1
1666    1.86    0.05       1    0.79    0.00       1    1.12    0.00       1    1.47    0.01       1
1667    1.83    0.11       1    0.72    0.01       1    1.00    0.01       1    1.28    0.03       1
1668    2.00    0.02       1    0.81    0.00       1    1.18    0.00       1    1.56    0.00       1
1669    1.93    0.03       1    0.82    0.00       1    1.16    0.00       1    1.54    0.00       1
1670    1.84    0.07       1    0.82    0.01       1    1.16    0.01       1    1.51    0.01       1
1671    2.47    0.16       1    0.79    0.01       1    1.11    0.01       1    1.43    0.02       1
1672    1.96    0.02       1    0.87    0.00       1    1.26    0.00       1    1.67    0.00       1
1673    1.78    0.04       1    0.84    0.00       1    1.17    0.00       1    1.52    0.01       1
1674    2.01    0.02       1    0.89    0.00       1    1.31    0.00       1    1.68    0.00       1
1675    2.14    0.01       1    0.97    0.00       1    1.40    0.00       1    1.78    0.00       1
1676    1.89    0.03       1    0.83    0.00       1    1.20    0.00       1    1.57    0.00       1
1677    2.02    0.06       1    1.16    0.01       1    1.55    0.01       1    1.83    0.01       1
1678    1.89    0.03       1    0.86    0.00       1    1.24    0.00       1    1.62    0.01       1
1679    1.99    0.02       1    0.88    0.00       1    1.27    0.00       1    1.65    0.00       1
1680    1.99    0.03       1    0.84    0.00       1    1.18    0.00       1    1.57    0.01       1
1681    1.81    0.03       1    0.86    0.00       1    1.22    0.00       1    1.64    0.01       1
1682    1.55    0.04       1    0.72    0.00       1    1.04    0.00       1    1.41    0.01       1
1683    1.92    0.02       1    0.79    0.00       1    1.13    0.00       1    1.49    0.00       1
1684    2.06    0.04       1    0.84    0.00       1    1.19    0.00       1    1.53    0.01       1
1685    1.50    0.03       1    0.88    0.00       1    1.33    0.00       1    1.84    0.01       1
1686    1.88    0.03       1    0.83    0.00       1    1.19    0.00       1    1.58    0.01       1
1687    1.85    0.03       1    0.77    0.00       1    1.10    0.00       1    1.44    0.00       1
1688    1.97    0.01       1    0.81    0.00       1    1.13    0.00       1    1.52    0.00       1
