SDSS magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (6) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent u-band magnitude, m_u, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_u.
Column 4: The sources for the quoted values for m_g and their uncertainties.
Column 5: The apparent g-band magnitude, m_g, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_g.
Column 7: The sources for the quoted values for m_g and their uncertainties. 
Column 8: The apparent r-band magnitude, m_r, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_r.
Column 10: The sources for the quoted values for m_r and their uncertainties.
Column 11: The apparent i-band magnitude, m_i, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_i.
Column 13: The sources for the quoted values for m_i and their uncertainties.
Column 14: The apparent z-band magnitude, m_z, of the galaxy. The values are corrected for extinction and redshift. 
Column 15: The uncertainty of m_z.
Column 16: The sources for the quoted values for m_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   m_u      dm_u  s.       m_g      dm_g  s.       m_r      dm_r  s.       m_i      dm_i  s.       m_z      dm_z       s.
       [mag]                   [mag]                   [mag]                   [mag]                   [mag]    
-----------------------------------------------------------------------------------------------------------------------------
1077   19.02    0.17       1   18.02    0.03       1   17.40    0.02       1   17.15    0.02       1   16.84    0.07       1
1078   16.52    0.02       1   14.76    0.00       1   14.08    0.00       1   13.77    0.00       1   13.62    0.01       1
1079   22.60    2.59       1   18.57    0.03       1   18.83    0.05       1   18.66    0.07       1   23.98    3.27       1
1080   13.75    0.00       1   11.85    0.00       1   11.04    0.00       1   10.67    0.00       1   10.32    0.00       1
1081   20.12    0.41       1   17.43    0.02       1   16.85    0.01       1   16.73    0.02       1   16.73    0.07       1
1082   21.74    1.14       1   19.43    0.06       1   18.59    0.04       1   18.68    0.07       1   18.82    0.31       1
1083   15.05    0.01       1   13.44    0.00       1   12.85    0.00       1   12.54    0.00       1   12.28    0.00       1
1084   16.53    0.02       1   15.02    0.00       1   14.38    0.00       1   14.06    0.00       1   13.91    0.01       1
1085   16.08    0.01       1   14.50    0.00       1   13.86    0.00       1   13.52    0.00       1   13.30    0.00       1
1086   15.35    0.43    1012   13.81    0.43    1012   13.40    0.43    1034   13.08    0.47    1004   12.83    0.53    1004
1087   21.74    1.14       1   19.43    0.06       1   18.59    0.04       1   18.68    0.07       1   18.82    0.31       1
1088   15.78    0.01       1   14.17    0.00       1   13.46    0.00       1   13.09    0.00       1   12.89    0.00       1
1089   14.80    0.00       1   12.91    0.00       1   12.08    0.00       1   11.63    0.00       1   11.30    0.00       1
1090   23.37    4.52       1   18.58    0.02       1   18.11    0.02       1   17.96    0.03       1   18.29    0.16       1
1091   14.55    0.00       1   12.95    0.00       1   12.26    0.00       1   11.88    0.00       1   11.69    0.00       1
1092   16.29    0.01       1   14.84    0.00       1   14.50    0.00       1   14.22    0.00       1   14.11    0.01       1
1093   17.19    0.04       1   15.81    0.00       1   15.21    0.00       1   14.94    0.01       1   14.89    0.02       1
1094   -9.99   -9.99       0   -9.99   -9.99       0    8.69    0.43    1034    7.93    0.47    1004    7.52    0.53    1004
1095   15.88    0.01       1   14.81    0.00       1   14.49    0.00       1   14.31    0.00       1   14.20    0.01       1
1096   16.58    0.02       1   15.32    0.00       1   14.75    0.00       1   14.50    0.00       1   14.36    0.01       1
1097   15.46    0.01       1   13.87    0.00       1   13.20    0.00       1   12.85    0.00       1   12.61    0.00       1
1098   12.49    0.00       1   10.61    0.00       1    9.75    0.00       1   12.41    0.02       1    9.00    0.00       1
1099   14.16    0.00       1   12.48    0.00       1   11.77    0.00       1   11.39    0.00       1   11.13    0.00       1
1100   17.44    0.05       1   16.02    0.01       1   15.37    0.00       1   15.07    0.00       1   15.03    0.02       1
1101   16.04    0.01       1   14.46    0.00       1   13.75    0.00       1   13.39    0.00       1   13.14    0.00       1
1102   15.65    0.01       1   14.11    0.00       1   13.43    0.00       1   13.13    0.00       1   12.85    0.00       1
1103   17.35    0.11       1   15.89    0.01       1   15.28    0.01       1   15.01    0.02       1   14.87    0.03       1
1104   12.90    0.43    1012   11.15    0.43    1012   10.31    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1105   13.92    0.00       1   12.12    0.00       1   11.38    0.00       1   11.00    0.00       1   10.78    0.00       1
1106   16.65    0.01       1   14.88    0.00       1   14.14    0.00       1   13.78    0.00       1   13.49    0.00       1
1107   14.31    0.00       1   12.45    0.00       1   11.71    0.00       1   11.35    0.00       1   10.98    0.00       1
1108   12.30    0.43    1012   10.51    0.43    1012    9.59    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1109   17.57    0.06       1   16.15    0.01       1   15.48    0.01       1   15.16    0.01       1   15.01    0.02       1
1110   13.51    0.00       1   11.63    0.00       1   10.84    0.00       1   10.41    0.00       1   10.20    0.00       1
1111   16.29    0.02       1   14.47    0.00       1   13.97    0.00       1   13.43    0.00       1   13.16    0.00       1
1112   13.49    0.00       1   11.62    0.00       1   10.83    0.00       1   10.40    0.00       1   10.14    0.00       1
1113   16.35    0.02       1   15.08    0.00       1   14.70    0.00       1   14.43    0.00       1   14.25    0.01       1
1114   13.17    0.43    1002   11.42    0.43    1002   10.69    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1115   14.02    0.00       1   12.19    0.00       1   11.40    0.00       1   11.03    0.00       1   10.79    0.00       1
1116   17.01    0.02       1   15.51    0.00       1   14.91    0.00       1   14.63    0.00       1   14.51    0.01       1
1117   16.34    0.01       1   14.93    0.00       1   14.45    0.00       1   14.23    0.00       1   14.15    0.01       1
1118   15.01    0.01       1   13.75    0.00       1   13.35    0.00       1   13.12    0.00       1   13.01    0.00       1
1119   13.36    0.00       1   11.52    0.00       1   10.66    0.00       1   10.21    0.00       1    9.87    0.00       1
1120   17.07    0.02       1   15.58    0.00       1   14.96    0.00       1   14.67    0.00       1   14.48    0.01       1
1121   17.18    0.03       1   15.58    0.00       1   14.91    0.00       1   14.58    0.00       1   14.50    0.01       1
1122   15.69    0.01       1   14.18    0.00       1   13.62    0.00       1   13.30    0.00       1   13.08    0.00       1
1123   16.45    0.03       1   15.00    0.00       1   14.51    0.00       1   14.25    0.00       1   14.44    0.01       1
1124   15.47    0.01       1   14.00    0.00       1   13.44    0.00       1   13.19    0.00       1   12.96    0.01       1
1125   13.64    0.00       1   11.90    0.00       1   11.12    0.00       1   10.70    0.00       1   10.42    0.00       1
1126   15.71    0.01       1   14.00    0.00       1   13.23    0.00       1   12.86    0.00       1   12.56    0.00       1
1127   15.51    0.01       1   13.83    0.00       1   13.15    0.00       1   12.79    0.00       1   12.53    0.00       1
1128   16.47    0.02       1   15.00    0.00       1   14.37    0.00       1   14.10    0.00       1   13.99    0.01       1
1129   13.66    0.00       1   11.94    0.00       1   11.26    0.00       1   10.94    0.00       1   10.67    0.00       1
1130   16.75    0.03       1   15.29    0.00       1   14.74    0.01       1   14.49    0.00       1   14.39    0.03       1
1131   16.09    0.01       1   14.50    0.00       1   13.84    0.00       1   13.50    0.00       1   13.29    0.00       1
1132   12.21    0.43    1012   10.42    0.43    1012    9.66    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1133   16.37    0.01       1   14.93    0.00       1   14.32    0.00       1   14.03    0.00       1   13.86    0.01       1
1134   15.96    0.01       1   14.10    0.00       1   13.37    0.00       1   12.99    0.00       1   12.75    0.00       1
1135   14.51    0.01       1   12.74    0.00       1   12.01    0.00       1   11.64    0.00       1   11.39    0.00       1
1136   13.70    0.00       1   11.87    0.00       1   11.12    0.00       1   10.75    0.00       1   10.49    0.00       1
1137   11.99    0.43    1012   10.18    0.43    1012    9.43    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1138   15.04    0.01       1   13.67    0.00       1   13.28    0.00       1   12.92    0.00       1   12.75    0.00       1
1139   16.86    0.03       1   15.52    0.00       1   14.98    0.01       1   14.77    0.01       1   14.58    0.02       1
1140   12.92    0.00       1   11.07    0.00       1   10.25    0.00       1    9.82    0.00       1    9.54    0.00       1
1141   11.35    0.43    1002    9.56    0.43    1002    8.81    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1142   16.39    0.02       1   14.97    0.00       1   14.35    0.00       1   14.02    0.00       1   13.82    0.01       1
1143   13.56    0.00       1   11.64    0.00       1   10.90    0.00       1   10.48    0.00       1   10.28    0.00       1
1144   12.94    0.43    1002   11.28    0.43    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1145   15.92    0.01       1   14.47    0.00       1   13.83    0.00       1   13.51    0.00       1   13.36    0.01       1
1146   15.03    0.01       1   13.58    0.00       1   12.91    0.00       1   12.60    0.00       1   12.34    0.00       1
1147   13.51    0.00       1   12.15    0.00       1   11.46    0.00       1   11.16    0.00       1   10.91    0.00       1
1148   16.48    0.03       1   15.10    0.00       1   14.49    0.00       1   14.18    0.00       1   14.02    0.01       1
1149   15.00    0.01       1   13.36    0.00       1   12.66    0.00       1   12.32    0.00       1   12.10    0.00       1
1150   13.26    0.00       1   11.97    0.00       1   11.58    0.00       1   11.39    0.00       1   11.14    0.00       1
1151   -9.99   -9.99       0   -9.99   -9.99       0   21.05    1.25    1034   20.89    1.40    1004   20.82    1.50    1004
1152   -9.99   -9.99       0   -9.99   -9.99       0   23.57    1.25    1034   23.34    1.40    1004   23.36    1.50    1004
1153   -9.99   -9.99       0   -9.99   -9.99       0   17.10    0.43    1034   16.77    0.47    1004   16.57    0.53    1004
1154   -9.99   -9.99       0   -9.99   -9.99       0   15.09    0.43    1034   14.67    0.47    1004   14.41    0.53    1004
1155   -9.99   -9.99       0   -9.99   -9.99       0   23.42    1.25    1034   23.32    1.40    1004   23.34    1.50    1004
1156   -9.99   -9.99       0   -9.99   -9.99       0   21.31    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1157   -9.99   -9.99       0   -9.99   -9.99       0   22.04    1.25    1034   21.74    1.40    1004   21.70    1.50    1004
1158   11.74    0.43    1012    9.96    0.43    1012    9.27    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1159   -9.99   -9.99       0   -9.99   -9.99       0   17.92    0.43    1034   17.62    0.47    1004   17.44    0.53    1004
1160   -9.99   -9.99       0   -9.99   -9.99       0   21.66    1.25    1034   21.41    1.40    1004   21.36    1.50    1004
1161   -9.99   -9.99       0   -9.99   -9.99       0   22.95    1.25    1034   22.71    1.40    1004   22.70    1.50    1004
1162   -9.99   -9.99       0   -9.99   -9.99       0   20.32    0.43    1034   20.09    0.47    1004   20.00    0.53    1004
1163   -9.99   -9.99       0   -9.99   -9.99       0   16.53    0.43    1034   16.25    0.47    1004   16.04    0.53    1004
1164   -9.99   -9.99       0   -9.99   -9.99       0   22.66    1.25    1034   22.51    1.40    1004   22.50    1.50    1004
1165   -9.99   -9.99       0   -9.99   -9.99       0   23.19    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1166   -9.99   -9.99       0   -9.99   -9.99       0   20.95    1.25    1034   20.71    1.40    1004   20.64    1.50    1004
1167   -9.99   -9.99       0   -9.99   -9.99       0   20.43    1.25    1034   20.21    0.47    1004   20.13    0.53    1004
1168   -9.99   -9.99       0   -9.99   -9.99       0   22.92    1.25    1034   22.73    1.40    1004   22.73    1.50    1004
1169   -9.99   -9.99       0   -9.99   -9.99       0   23.58    1.25    1034   23.39    1.40    1004   23.41    1.50    1004
1170   -9.99   -9.99       0   -9.99   -9.99       0   20.82    1.25    1034   20.59    1.40    1004   20.51    1.50    1004
1171   -9.99   -9.99       0   -9.99   -9.99       0   23.72    1.25    1034   23.63    1.40    1004   23.65    1.50    1004
1172   -9.99   -9.99       0   -9.99   -9.99       0   22.45    1.25    1034   22.23    1.40    1004   22.21    1.50    1004
1173   -9.99   -9.99       0   -9.99   -9.99       0   22.36    1.25    1034   22.15    1.40    1004   22.12    1.50    1004
1174   -9.99   -9.99       0   -9.99   -9.99       0   20.80    1.25    1034   20.59    1.40    1004   20.51    1.50    1004
1175   -9.99   -9.99       0   -9.99   -9.99       0   21.31    1.25    1034   21.06    1.40    1004   21.01    1.50    1004
1176   -9.99   -9.99       0   -9.99   -9.99       0   18.33    0.43    1034   18.04    0.47    1004   17.88    0.53    1004
1177   -9.99   -9.99       0   -9.99   -9.99       0   10.70    0.43    1034   10.51    0.47    1004   10.12    0.53    1004
1178   -9.99   -9.99       0   -9.99   -9.99       0   23.09    1.25    1034   22.90    1.40    1004   22.90    1.50    1004
1179   -9.99   -9.99       0   -9.99   -9.99       0   21.30    1.25    1034   21.07    1.40    1004   21.02    1.50    1004
1180   -9.99   -9.99       0   -9.99   -9.99       0   20.07    0.43    1034   19.77    0.47    1004   19.67    0.53    1004
1181   -9.99   -9.99       0   -9.99   -9.99       0   15.51    0.43    1034   15.15    0.47    1004   14.92    0.53    1004
1182   -9.99   -9.99       0   -9.99   -9.99       0   21.74    1.25    1034   21.46    1.40    1004   21.42    1.50    1004
1183   -9.99   -9.99       0   -9.99   -9.99       0   23.79    1.25    1034   23.61    1.40    1004   23.64    1.50    1004
1184   -9.99   -9.99       0   -9.99   -9.99       0   21.34    1.25    1034   21.53    1.40    1004   21.49    1.50    1004
1185   -9.99   -9.99       0   -9.99   -9.99       0   21.28    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1186   -9.99   -9.99       0   -9.99   -9.99       0   18.29    0.43    1034   17.99    0.47    1004   17.82    0.53    1004
1187   -9.99   -9.99       0   -9.99   -9.99       0   24.07    1.25    1034   23.87    1.40    1004   23.90    1.50    1004
1188   -9.99   -9.99       0   -9.99   -9.99       0   20.94    1.25    1034   20.71    1.40    1004   20.64    1.50    1004
1189   -9.99   -9.99       0   -9.99   -9.99       0   22.80    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1190   -9.99   -9.99       0   -9.99   -9.99       0   18.64    0.43    1034   18.32    0.47    1004   18.17    0.53    1004
1191   -9.99   -9.99       0   -9.99   -9.99       0   19.25    0.43    1034   19.02    0.47    1004   18.89    0.53    1004
1192   -9.99   -9.99       0   -9.99   -9.99       0   23.16    1.25    1034   22.94    1.40    1004   22.94    1.50    1004
1193   -9.99   -9.99       0   -9.99   -9.99       0   21.89    1.25    1034   21.62    1.40    1004   21.58    1.50    1004
